"location","iso_code","continent","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million"
"Zimbabwe","ZWE","Africa",2021-04-07,179417,153238,26179,16784,12505,1.21,1.03,0.18,841
"Argentina","ARG","Americas",2021-04-06,4404175,3712009,692166,143367,94230,9.74,8.21,1.53,2085
"Austria","AUT","Europe",2021-04-06,1834596,1320452,514144,36591,28209,20.37,14.66,5.71,3132
"Azerbaijan","AZE","Asia",2021-04-06,982291,611471,370820,34344,34463,9.69,6.03,3.66,3399
"Bahrain","BHR","Asia",2021-04-06,856326,539956,316370,19538,14397,50.33,31.73,18.59,8461
"Belgium","BEL","Europe",2021-04-06,2181069,1589707,591362,42470,47448,18.82,13.72,5.1,4094
"Bolivia","BOL","Americas",2021-04-06,357924,229556,128368,18291,9796,3.07,1.97,1.1,839
"Brazil","BRA","Americas",2021-04-06,22850791,17791338,5059453,889838,661176,10.75,8.37,2.38,3111
"Bulgaria","BGR","Europe",2021-04-06,519635,414790,104845,9586,8701,7.48,5.97,1.51,1252
"Cambodia","KHM","Asia",2021-04-06,945715,692569,253146,59191,45421,5.66,4.14,1.51,2717
"Canada","CAN","Americas",2021-04-06,6758617,6027659,730958,203228,183962,17.91,15.97,1.94,4874
"Chile","CHL","Americas",2021-04-06,11323901,7120420,4203481,239103,159436,59.24,37.25,21.99,8340
"Czechia","CZE","Europe",2021-04-06,1869920,1255025,614895,44510,29136,17.46,11.72,5.74,2721
"Denmark","DNK","Europe",2021-04-06,1220806,805175,415631,22169,15666,21.08,13.9,7.18,2705
"Ecuador","ECU","Americas",2021-04-06,356783,244159,112624,21690,14167,2.02,1.38,0.64,803
"Estonia","EST","Europe",2021-04-06,299020,229241,69779,2989,5838,22.54,17.28,5.26,4401
"Finland","FIN","Europe",2021-04-06,1065419,975697,89722,1549,16295,19.23,17.61,1.62,2941
"France","FRA","Europe",2021-04-06,12789529,9561733,3227796,312594,248429,18.77,14.03,4.74,3645
"Germany","DEU","Europe",2021-04-06,15651829,10993355,4658474,374517,275042,18.68,13.12,5.56,3283
"Greece","GRC","Europe",2021-04-06,1946339,1269938,676401,59969,39626,18.67,12.18,6.49,3802
"Guatemala","GTM","Americas",2021-04-06,123473,121848,1625,3915,2651,0.69,0.68,0.01,148
"Hong Kong","HKG","Asia",2021-04-06,615971,502681,113290,38767,17954,8.22,6.71,1.51,2395
"Hungary","HUN","Europe",2021-04-06,3542687,2536751,1005936,187488,111210,36.67,26.26,10.41,11512
"India","IND","Asia",2021-04-06,87077474,75937015,11140459,3966548,3431874,6.31,5.5,0.81,2487
"Ireland","IRL","Europe",2021-04-06,961887,679844,282043,21004,17332,19.48,13.77,5.71,3510
"Isle of Man","IMN","Europe",2021-04-06,56040,40692,15348,1117,893,65.9,47.85,18.05,10502
"Israel","ISR","Asia",2021-04-06,10169091,5287932,4881159,24904,22632,117.49,61.09,56.39,2615
"Italy","ITA","Europe",2021-04-06,11618325,8042134,3576191,276911,230705,19.22,13.3,5.91,3816
"Japan","JPN","Asia",2021-04-06,1288566,996058,292508,91682,48405,1.02,0.79,0.23,383
"Lebanon","LBN","Asia",2021-04-06,244772,150660,94112,9469,5304,3.59,2.21,1.38,777
"Lithuania","LTU","Europe",2021-04-06,585051,405232,179819,14584,12511,21.49,14.89,6.61,4596
"Luxembourg","LUX","Europe",2021-04-06,112764,86356,26408,3824,2884,18.01,13.8,4.22,4607
"Malaysia","MYS","Asia",2021-04-06,862445,534191,328254,32409,28683,2.66,1.65,1.01,886
"Maldives","MDV","Asia",2021-04-06,263832,255881,7951,6940,4021,48.81,47.34,1.47,7439
"Malta","MLT","Europe",2021-04-06,223020,161909,61111,3859,4472,50.51,36.67,13.84,10128
"Mexico","MEX","Americas",2021-04-06,9675517,8372272,1303245,388112,324372,7.5,6.49,1.01,2516
"Montenegro","MNE","Europe",2021-04-06,34335,29601,4734,2704,1995,5.47,4.71,0.75,3176
"Morocco","MAR","Africa",2021-04-06,8375241,4382917,3992324,72185,70420,22.69,11.87,10.82,1908
"Norway","NOR","Europe",2021-04-06,1013667,725948,287719,21016,11735,18.7,13.39,5.31,2165
"Palestine","PSE","Asia",2021-04-06,121326,109894,11432,9446,5626,2.38,2.15,0.22,1103
"Panama","PAN","Americas",2021-04-06,408618,251518,157100,21038,6363,9.47,5.83,3.64,1475
"Paraguay","PRY","Americas",2021-04-06,47564,45618,1946,624,562,0.67,0.64,0.03,79
"Peru","PER","Americas",2021-04-06,985897,626033,359864,16497,8353,2.99,1.9,1.09,253
"Philippines","PHL","Asia",2021-04-06,922898,872213,50685,67441,26284,0.84,0.8,0.05,240
"Portugal","PRT","Europe",2021-04-06,1945982,1361022,584958,32645,33045,19.08,13.35,5.74,3241
"Romania","ROU","Europe",2021-04-06,3413955,2155906,1258049,54949,54846,17.75,11.21,6.54,2851
"Russia","RUS","Europe",2021-04-06,12474954,7753876,4721078,259612,184549,8.55,5.31,3.24,1265
"Serbia","SRB","Europe",2021-04-06,2625670,1504755,1120915,31832,29239,38.59,22.11,16.47,4297
"Slovakia","SVK","Europe",2021-04-06,1047255,779651,267604,19499,11918,19.18,14.28,4.9,2183
"Slovenia","SVN","Europe",2021-04-06,408068,288528,119540,2807,7543,19.63,13.88,5.75,3628
"South Korea","KOR","Asia",2021-04-06,1072480,1039066,33414,44919,30299,2.09,2.03,0.07,591
"Spain","ESP","Europe",2021-04-06,9021001,6118710,2902291,277307,183484,19.29,13.09,6.21,3924
"Switzerland","CHE","Europe",2021-04-06,1623335,1009470,613865,20431,21710,18.76,11.66,7.09,2508
"Thailand","THA","Asia",2021-04-06,323989,274354,49635,29108,20502,0.46,0.39,0.07,294
"Turkey","TUR","Asia",2021-04-06,17367875,10088238,7279637,374301,295202,20.59,11.96,8.63,3500
"Ukraine","UKR","Europe",2021-04-06,320265,320263,2,15583,12671,0.73,0.73,0,290
"United Kingdom","GBR","Europe",2021-04-06,37391103,31707594,5683509,272020,336744,55.08,46.71,8.37,4960
"United States","USA","Americas",2021-04-06,168592075,108301234,63016976,1404280,2998533,50.41,32.38,18.84,8966
"Uruguay","URY","Americas",2021-04-06,866866,749796,117070,43389,34528,24.95,21.58,3.37,9940
"Zimbabwe","ZWE","Africa",2021-04-06,162633,139133,23500,17123,10967,1.09,0.94,0.16,738
"Argentina","ARG","Americas",2021-04-05,4260808,3576423,684385,26303,87820,9.43,7.91,1.51,1943
"Austria","AUT","Europe",2021-04-05,1798005,1295484,502521,12416,28737,19.96,14.38,5.58,3191
"Azerbaijan","AZE","Asia",2021-04-05,947947,591012,356935,202,37794,9.35,5.83,3.52,3728
"Bahrain","BHR","Asia",2021-04-05,836788,534356,302432,19409,12826,49.18,31.4,17.77,7538
"Belgium","BEL","Europe",2021-04-05,2138599,1555036,583563,13304,45907,18.45,13.42,5.04,3961
"Bolivia","BOL","Americas",2021-04-05,339633,215926,123707,16552,9118,2.91,1.85,1.06,781
"Brazil","BRA","Americas",2021-04-05,21960953,17128933,4832020,890825,554114,10.33,8.06,2.27,2607
"Bulgaria","BGR","Europe",2021-04-05,510049,407622,102427,6479,9215,7.34,5.87,1.47,1326
"Cambodia","KHM","Asia",2021-04-05,886524,635244,251280,56493,39268,5.3,3.8,1.5,2349
"Canada","CAN","Americas",2021-04-05,6555389,5836927,718462,183279,179165,17.37,15.47,1.9,4747
"Chile","CHL","Americas",2021-04-05,11084798,7027615,4057183,283824,165015,57.99,36.76,21.22,8632
"Colombia","COL","Americas",2021-04-05,2479671,2056135,423536,71586,73517,4.87,4.04,0.83,1445
"Czechia","CZE","Europe",2021-04-05,1825410,1239348,586062,9384,29384,17.05,11.57,5.47,2744
"Denmark","DNK","Europe",2021-04-05,1198637,789172,409465,13606,16465,20.69,13.62,7.07,2843
"Ecuador","ECU","Americas",2021-04-05,335093,228504,106589,34024,12890,1.9,1.3,0.6,731
"Estonia","EST","Europe",2021-04-05,296031,227246,68785,4230,5830,22.32,17.13,5.19,4395
"Finland","FIN","Europe",2021-04-05,1063870,974153,89717,280,18802,19.2,17.58,1.62,3393
"France","FRA","Europe",2021-04-05,12476935,9356301,3120634,71036,251812,18.31,13.73,4.58,3695
"Germany","DEU","Europe",2021-04-05,15277312,10717052,4560260,249215,267464,18.23,12.79,5.44,3192
"Guatemala","GTM","Americas",2021-04-05,119558,118325,1233,3337,2948,0.67,0.66,0.01,165
"Hong Kong","HKG","Asia",2021-04-05,577204,486962,90242,21165,14587,7.7,6.5,1.2,1946
"Hungary","HUN","Europe",2021-04-05,3355199,2432313,922886,79348,95460,34.73,25.18,9.55,9882
"India","IND","Asia",2021-04-05,83110926,72277309,10833617,4005763,3142510,6.02,5.24,0.79,2277
"Isle of Man","IMN","Europe",2021-04-05,54923,39575,15348,443,852,64.59,46.54,18.05,10020
"Israel","ISR","Asia",2021-04-05,10144187,5279364,4864823,30189,23368,117.2,60.99,56.2,2700
"Italy","ITA","Europe",2021-04-05,11341414,7838760,3502654,168983,228441,18.76,12.96,5.79,3778
"Lebanon","LBN","Asia",2021-04-05,235303,144264,91039,7253,5914,3.45,2.11,1.33,866
"Lithuania","LTU","Europe",2021-04-05,570467,393566,176901,3714,12248,20.96,14.46,6.5,4499
"Malaysia","MYS","Asia",2021-04-05,830036,523233,306803,28263,29803,2.56,1.62,0.95,921
"Maldives","MDV","Asia",2021-04-05,256892,251139,5753,6259,3288,47.52,46.46,1.06,6083
"Malta","MLT","Europe",2021-04-05,219161,159065,60096,3461,4721,49.64,36.03,13.61,10692
"Mexico","MEX","Americas",2021-04-05,9287405,8113230,1174175,251405,324137,7.2,6.29,0.91,2514
"Montenegro","MNE","Europe",2021-04-05,31631,27149,4482,1921,1642,5.04,4.32,0.71,2614
"Norway","NOR","Europe",2021-04-05,992651,707463,285188,1364,13871,18.31,13.05,5.26,2559
"Palestine","PSE","Asia",2021-04-05,111880,100552,11328,9125,4990,2.19,1.97,0.22,978
"Paraguay","PRY","Americas",2021-04-05,46940,45079,1861,553,771,0.66,0.63,0.03,108
"Peru","PER","Americas",2021-04-05,969400,620593,348807,9165,8169,2.94,1.88,1.06,248
"Poland","POL","Europe",2021-04-05,6665384,4591351,2074033,6475,97597,17.61,12.13,5.48,2579
"Portugal","PRT","Europe",2021-04-05,1913337,1334297,579038,7399,31745,18.76,13.09,5.68,3113
"Romania","ROU","Europe",2021-04-05,3359006,2132024,1226982,51370,56199,17.46,11.08,6.38,2921
"Russia","RUS","Europe",2021-04-05,12215342,7576640,4638702,94532,155856,8.37,5.19,3.18,1068
"Serbia","SRB","Europe",2021-04-05,2593838,1481015,1112823,26146,31642,38.12,21.76,16.35,4650
"Slovakia","SVK","Europe",2021-04-05,1027756,763622,264134,373,12121,18.82,13.99,4.84,2220
"Slovenia","SVN","Europe",2021-04-05,405261,286081,119180,0,8259,19.49,13.76,5.73,3973
"South Korea","KOR","Asia",2021-04-05,1027561,999870,27691,37467,28423,2,1.95,0.05,554
"Switzerland","CHE","Europe",2021-04-05,1602904,999201,603703,3988,21651,18.52,11.55,6.98,2502
"Turkey","TUR","Asia",2021-04-05,16993574,9796506,7197068,310507,292045,20.15,11.62,8.53,3463
"Ukraine","UKR","Europe",2021-04-05,304682,304680,2,12856,13112,0.7,0.7,0,300
"United Kingdom","GBR","Europe",2021-04-05,37119083,31622367,5496716,105334,369827,54.68,46.58,8.1,5448
"United States","USA","Americas",2021-04-05,167187795,107515428,62392065,2134049,3053566,49.99,32.15,18.66,9130
"Uruguay","URY","Americas",2021-04-05,823477,727680,95797,38319,35746,23.71,20.95,2.76,10290
"Zimbabwe","ZWE","Africa",2021-04-05,145510,123454,22056,6610,9129,0.98,0.83,0.15,614
"Argentina","ARG","Americas",2021-04-04,4234505,3550166,684339,55609,87032,9.37,7.86,1.51,1926
"Austria","AUT","Europe",2021-04-04,1785589,1287793,497796,9953,30671,19.83,14.3,5.53,3405
"Azerbaijan","AZE","Asia",2021-04-04,947745,590914,356831,22932,46002,9.35,5.83,3.52,4537
"Bahrain","BHR","Asia",2021-04-04,817379,530415,286964,19455,11666,48.04,31.17,16.86,6856
"Belgium","BEL","Europe",2021-04-04,2125295,1543785,581510,75,47317,18.34,13.32,5.02,4083
"Bolivia","BOL","Americas",2021-04-04,323081,206003,117078,1274,8456,2.77,1.76,1,724
"Brazil","BRA","Americas",2021-04-04,21070128,16472281,4597847,113358,480449,9.91,7.75,2.16,2260
"Bulgaria","BGR","Europe",2021-04-04,503570,402693,100877,1492,9576,7.25,5.8,1.45,1378
"Cambodia","KHM","Asia",2021-04-04,830031,581591,248440,52517,33509,4.96,3.48,1.49,2004
"Canada","CAN","Americas",2021-04-04,6372110,5667707,704403,114107,179739,16.88,15.02,1.87,4762
"Chile","CHL","Americas",2021-04-04,10800974,6948106,3852868,1171,162517,56.5,36.35,20.15,8502
"Colombia","COL","Americas",2021-04-04,2408085,2005885,402200,27036,84175,4.73,3.94,0.79,1654
"Czechia","CZE","Europe",2021-04-04,1816026,1237077,578949,11129,33645,16.96,11.55,5.41,3142
"Denmark","DNK","Europe",2021-04-04,1185031,776866,408165,13484,17976,20.46,13.41,7.05,3103
"Estonia","EST","Europe",2021-04-04,291801,223153,68648,8855,5303,22,16.82,5.17,3998
"Finland","FIN","Europe",2021-04-04,1063590,973876,89714,2054,19557,19.2,17.58,1.62,3530
"France","FRA","Europe",2021-04-04,12405899,9296131,3109768,63353,278909,18.2,13.64,4.56,4093
"Germany","DEU","Europe",2021-04-04,15028097,10541156,4486941,194871,275329,17.94,12.58,5.36,3286
"Guatemala","GTM","Americas",2021-04-04,116221,115029,1192,1710,3136,0.65,0.64,0.01,175
"Hong Kong","HKG","Asia",2021-04-04,556039,478862,77177,12085,13374,7.42,6.39,1.03,1784
"Hungary","HUN","Europe",2021-04-04,3275851,2362839,913012,58233,95159,33.91,24.46,9.45,9850
"India","IND","Asia",2021-04-04,79105163,68678838,10426325,3125512,2653533,5.73,4.98,0.76,1923
"Isle of Man","IMN","Europe",2021-04-04,54480,39132,15348,405,908,64.07,46.02,18.05,10678
"Israel","ISR","Asia",2021-04-04,10113998,5269540,4844458,34565,24324,116.85,60.88,55.97,2810
"Italy","ITA","Europe",2021-04-04,11172431,7707229,3465202,95643,238200,18.48,12.75,5.73,3940
"Lebanon","LBN","Asia",2021-04-04,228050,139855,88195,2208,5905,3.34,2.05,1.29,865
"Lithuania","LTU","Europe",2021-04-04,566753,389898,176855,2409,12841,20.82,14.32,6.5,4717
"Malaysia","MYS","Asia",2021-04-04,801773,514036,287737,14269,31573,2.48,1.59,0.89,975
"Maldives","MDV","Asia",2021-04-04,250633,246896,3737,5163,2637,46.37,45.68,0.69,4878
"Malta","MLT","Europe",2021-04-04,215700,156668,59032,3234,5016,48.85,35.48,13.37,11360
"Mexico","MEX","Americas",2021-04-04,9036000,7924236,1111764,48810,311915,7.01,6.15,0.86,2419
"Montenegro","MNE","Europe",2021-04-04,29710,25516,4194,2738,1578,4.73,4.06,0.67,2512
"Norway","NOR","Europe",2021-04-04,991287,706155,285132,431,14355,18.29,13.03,5.26,2648
"Palestine","PSE","Asia",2021-04-04,102755,91626,11129,2369,4163,2.01,1.8,0.22,816
"Paraguay","PRY","Americas",2021-04-04,46387,44547,1840,2,1174,0.65,0.62,0.03,165
"Peru","PER","Americas",2021-04-04,960235,617131,343104,506,8899,2.91,1.87,1.04,270
"Portugal","PRT","Europe",2021-04-04,1905938,1329511,576427,17934,34791,18.69,13.04,5.65,3412
"Romania","ROU","Europe",2021-04-04,3307636,2110922,1196714,48335,56354,17.19,10.97,6.22,2929
"Russia","RUS","Europe",2021-04-04,12120810,7505764,4615046,81951,191669,8.31,5.14,3.16,1313
"Slovakia","SVK","Europe",2021-04-04,1027383,763253,264130,4096,14859,18.82,13.98,4.84,2722
"Slovenia","SVN","Europe",2021-04-04,405261,286081,119180,1592,8422,19.49,13.76,5.73,4051
"South Korea","KOR","Asia",2021-04-04,990094,962730,27364,713,27271,1.93,1.88,0.05,532
"Switzerland","CHE","Europe",2021-04-04,1598916,996799,602117,34140,23702,18.47,11.52,6.96,2739
"Turkey","TUR","Asia",2021-04-04,16683067,9546643,7136424,80148,268872,19.78,11.32,8.46,3188
"United Kingdom","GBR","Europe",2021-04-04,37013749,31581623,5432126,95763,412642,54.52,46.52,8,6078
"United States","USA","Americas",2021-04-04,165053746,106214924,61416536,3365324,3084436,49.35,31.76,18.36,9223
"Uruguay","URY","Americas",2021-04-04,785158,717186,67972,354,37996,22.6,20.65,1.96,10938
"Zimbabwe","ZWE","Africa",2021-04-04,138900,117297,21603,5985,8537,0.93,0.79,0.15,574
"Argentina","ARG","Americas",2021-04-03,4178896,3495125,683771,55744,86919,9.25,7.73,1.51,1923
"Austria","AUT","Europe",2021-04-03,1775636,1279590,496046,21052,31289,19.72,14.21,5.51,3474
"Azerbaijan","AZE","Asia",2021-04-03,924813,582463,342350,35780,50962,9.12,5.74,3.38,5026
"Bahrain","BHR","Asia",2021-04-03,797924,527339,270585,15394,10560,46.89,30.99,15.9,6206
"Belgium","BEL","Europe",2021-04-03,2125220,1543774,581446,20116,47639,18.34,13.32,5.02,4110
"Bolivia","BOL","Americas",2021-04-03,321807,205115,116692,1742,8380,2.76,1.76,1,718
"Brazil","BRA","Americas",2021-04-03,20956770,16377083,4579687,323893,491098,9.86,7.7,2.15,2310
"Bulgaria","BGR","Europe",2021-04-03,502078,401514,100564,3993,9703,7.23,5.78,1.45,1396
"Cambodia","KHM","Asia",2021-04-03,777514,529935,247579,56333,28047,4.65,3.17,1.48,1678
"Canada","CAN","Americas",2021-04-03,6258003,5553604,704399,200913,184358,16.58,14.71,1.87,4885
"Chile","CHL","Americas",2021-04-03,10799803,6947406,3852397,3195,162548,56.5,36.34,20.15,8503
"Colombia","COL","Americas",2021-04-03,2381049,1989856,391193,44905,93446,4.68,3.91,0.77,1836
"Czechia","CZE","Europe",2021-04-03,1804897,1234635,570262,14269,33415,16.85,11.53,5.33,3120
"Denmark","DNK","Europe",2021-04-03,1171547,765168,406379,14315,17996,20.23,13.21,7.02,3107
"Estonia","EST","Europe",2021-04-03,282946,214921,68025,3934,4381,21.33,16.2,5.13,3303
"Finland","FIN","Europe",2021-04-03,1061536,971827,89709,6551,20059,19.16,17.54,1.62,3620
"France","FRA","Europe",2021-04-03,12342546,9251321,3091225,203023,278329,18.11,13.58,4.54,4084
"Germany","DEU","Europe",2021-04-03,14833226,10399811,4433415,228917,275292,17.7,12.41,5.29,3286
"Gibraltar","GIB","Europe",2021-04-03,62341,32895,29446,1434,671,185.04,97.64,87.4,19916
"Greece","GRC","Europe",2021-04-03,1830362,1171420,658942,52860,32303,17.56,11.24,6.32,3099
"Guatemala","GTM","Americas",2021-04-03,114511,113319,1192,1760,2987,0.64,0.63,0.01,167
"Hong Kong","HKG","Asia",2021-04-03,543954,475032,68922,12749,13529,7.26,6.34,0.92,1805
"Hungary","HUN","Europe",2021-04-03,3217618,2312501,905117,90885,89736,33.31,23.94,9.37,9289
"India","IND","Asia",2021-04-03,75979651,65739470,10240181,2925356,2244267,5.51,4.76,0.74,1626
"Ireland","IRL","Europe",2021-04-03,932324,660800,271524,8446,18546,18.88,13.38,5.5,3756
"Isle of Man","IMN","Europe",2021-04-03,54075,38727,15348,1244,969,63.59,45.54,18.05,11396
"Israel","ISR","Asia",2021-04-03,10079433,5257686,4821747,4202,20325,116.45,60.74,55.71,2348
"Italy","ITA","Europe",2021-04-03,11076788,7631778,3445010,223764,247532,18.32,12.62,5.7,4094
"Lebanon","LBN","Asia",2021-04-03,225842,138610,87232,134,6388,3.31,2.03,1.28,936
"Lithuania","LTU","Europe",2021-04-03,564344,387491,176853,8655,12523,20.73,14.23,6.5,4600
"Malaysia","MYS","Asia",2021-04-03,787504,508481,279023,16851,31615,2.43,1.57,0.86,977
"Maldives","MDV","Asia",2021-04-03,245470,243749,1721,4343,2191,45.41,45.09,0.32,4053
"Malta","MLT","Europe",2021-04-03,212466,154462,58004,3401,5122,48.12,34.98,13.14,11600
"Mexico","MEX","Americas",2021-04-03,8987190,7903660,1083530,342744,323200,6.97,6.13,0.84,2507
"Montenegro","MNE","Europe",2021-04-03,26972,22947,4025,1969,1503,4.29,3.65,0.64,2393
"Morocco","MAR","Africa",2021-04-03,8240870,4348995,3891875,69219,86628,22.33,11.78,10.54,2347
"Norway","NOR","Europe",2021-04-03,990856,705767,285089,266,14341,18.28,13.02,5.26,2645
"Paraguay","PRY","Americas",2021-04-03,46385,44545,1840,304,1347,0.65,0.62,0.03,189
"Peru","PER","Americas",2021-04-03,959729,617039,342690,7384,9116,2.91,1.87,1.04,276
"Portugal","PRT","Europe",2021-04-03,1888004,1318700,569304,35434,41288,18.52,12.93,5.58,4049
"Romania","ROU","Europe",2021-04-03,3259301,2090464,1168837,55425,57266,16.94,10.87,6.08,2977
"Russia","RUS","Europe",2021-04-03,12038859,7445035,4593824,259564,229279,8.25,5.1,3.15,1571
"San Marino","SMR","Europe",2021-04-03,13475,8830,4645,525,401,39.7,26.02,13.69,11816
"Slovakia","SVK","Europe",2021-04-03,1023287,759157,264130,11448,15581,18.74,13.9,4.84,2854
"Slovenia","SVN","Europe",2021-04-03,403669,284491,119178,2981,8374,19.42,13.68,5.73,4028
"South Korea","KOR","Asia",2021-04-03,989381,962083,27298,9445,27184,1.93,1.88,0.05,530
"Switzerland","CHE","Europe",2021-04-03,1564776,977483,587293,1811,25954,18.08,11.29,6.79,2999
"Turkey","TUR","Asia",2021-04-03,16602919,9478896,7124023,285749,278609,19.69,11.24,8.45,3303
"United Kingdom","GBR","Europe",2021-04-03,36917986,31533568,5384418,286799,461982,54.38,46.45,7.93,6805
"United States","USA","Americas",2021-04-03,161688422,104213478,59858146,4081959,3072527,48.35,31.16,17.9,9187
"Uruguay","URY","Americas",2021-04-03,784804,716835,67969,12684,37946,22.59,20.64,1.96,10924
"Zimbabwe","ZWE","Africa",2021-04-03,132915,111588,21327,8162,8498,0.89,0.75,0.14,572
"Argentina","ARG","Americas",2021-04-02,4123152,3440284,682868,100135,92677,9.12,7.61,1.51,2051
"Austria","AUT","Europe",2021-04-02,1754584,1267044,487540,42921,34014,19.48,14.07,5.41,3777
"Azerbaijan","AZE","Asia",2021-04-02,889033,569994,319039,32670,54088,8.77,5.62,3.15,5335
"Bahrain","BHR","Asia",2021-04-02,782530,522955,259575,7334,9303,45.99,30.73,15.25,5467
"Belgium","BEL","Europe",2021-04-02,2105104,1524906,580198,79061,47884,18.16,13.16,5.01,4132
"Bolivia","BOL","Americas",2021-04-02,320065,204097,115968,1950,8699,2.74,1.75,0.99,745
